BARRA;PRODUCTO;FAM;DESCPROD;LABORATORIO;FECLOTE;NETO;PEDIDO;TOTAL NETO;SALDO
7,80004E+12;31037;FAM;ACEITE DE RICINO FRUTILLA SOLUCION ORAL 20 ML;VALMA;dic-26;$1.954;;$0;548
7,80004E+12;31036;FAM;ACEITE DE RICINO MENTA SOLUCION ORAL 20 ML;VALMA;oct-26;$1.980;;$0;451
7,80004E+12;99020009;FAM;ACEITE DE RICINO PURO SOLUCION ORAL 20 ML;VALMA;ene-27;$1.915;;$0;1041
7,79538E+12;271202;FAM;ACEMUK 100 MG/5ML POLVO PARA JARABE 100 ML (N-ACETILCISTEINA);DEUTSCHE PHARMA;nov-26;$12.795;;$0;114
7,80003E+12;4547;FAM;ACERDIL 10 MG 30 COMPRIMIDOS (LISINOPRIL);RECALCINE;jul-26;$34.434;;$0;25
7,80003E+12;4571;FAM;ACERDIL 20 MG 30 COMPRIMIDOS (LISINOPRIL);RECALCINE;may-26;$49.295;;$0;36
7,80003E+12;4570;FAM;ACERDIL 5 MG 30 COMPRIMIDOS (LISINOPRIL);RECALCINE;jul-26;$20.091;;$0;79
7,80003E+12;4539;FAM;ACERDIL-D 30 COMPRIMIDOS (LISINOPRIL+HCT);RECALCINE;oct-25;$39.200;;$0;14
7,80001E+12;199415;FAM;ACETAZOLAMIDA 250 MG 20 COMPRIMIDOS ;GENERICOS VARIOS;ago-27;$4.973;;$0;426
7,80005E+12;16800001;FAM;ACETONA 60 ML;XYLO;mar-27;$1.213;;$0;64
7,80003E+12;4020;FAM;ACEVIT SOLUCION ORAL GOTAS 30 ML (VITA+VITC+VITD2) (RETINOL+A.ASCORBICO+ERGOCALCIFEROL);RECALCINE;jun-26;$14.667;;$0;178
7,80006E+12;274380M;FAM;ACICLOVIR [BE] 200 MG 24 COMPRIMIDOS;GENERICOS VARIOS;abr-29;$2.083;;$0;706
7,80001E+12;199256;FAM;ACICLOVIR [BE] 200 MG 25 COMPRIMIDOS ;GENERICOS VARIOS;nov-26;$3.599;;$0;343
8,90373E+12;19900064S;FAM;ACICLOVIR [BE] 400 MG 32 COMPRIMIDOS;GENERICOS VARIOS;dic-26;$3.741;;$0;1341
7,80001E+12;254634;FAM;ACICLOVIR [BE] 400 MG 35 COMPRIMIDOS;GENERICOS VARIOS;feb-28;$7.026;;$0;358
7,80006E+12;254634M;FAM;ACICLOVIR [BE] 400 MG 35 COMPRIMIDOS;GENERICOS VARIOS;nov-26;$4.417;;$0;346
8,90373E+12;19900065S;FAM;ACICLOVIR [BE] 800 MG 30 COMPRIMIDOS;GENERICOS VARIOS;oct-27;$32.349;;$0;160
7,80001E+12;2368;FAM;ACICLOVIR 5% CREMA 5 G.;GENERICOS VARIOS;dic-26;$1.123;;$0;49
7,80006E+12;2368M;FAM;ACICLOVIR 5% CREMA 5 G.;GENERICOS VARIOS;mar-28;$1.047;;$0;885
7,80001E+12;19900145;FAM;ACIDO ACETILSALICILICO [BE] 100 MG 100 COMPRIMIDOS;GENERICOS VARIOS;oct-27;$1.885;;$0;5597
7,80959E+12;905176L;FAM;ACIDO FOLICO 1 MG 1000 COMPRIMIDOS [FOLACID];CLINICOS;mar-27;$34.904;;$0;31
7,80001E+12;199224;FAM;ACIDO MEFENAMICO [BE] 500 MG 10 COMPRIMIDOS;GENERICOS VARIOS;ago-26;$1.278;;$0;300
7,80467E+12;199224C;FAM;ACIDO MEFENAMICO [BE] 500 MG 10 COMPRIMIDOS;GENERICOS VARIOS;nov-27;$735;;$0;1803
7,80002E+12;905254A;FAM;ACIDO VALPROICO 200 MG 120 COMPRIMIDOS RECUBRIMIENTO ENTERICO;CLINICOS;dic-26;$24.432;;$0;9
7,80002E+12;253841A;FAM;ACIDO VALPROICO 200 MG 30 COMPRIMIDOS RECUBRIMIENTO ENTERICO;GENERICOS VARIOS;sept-26;$7.161;;$0;148
7,80002E+12;905253A;FAM;ACIDO VALPROICO 250 MG 120 COMPRIMIDOS RECUBRIMIENTO ENTERICO;CLINICOS;sept-26;$24.447;;$0;87
7,80002E+12;19900165A;FAM;ACIDO VALPROICO 250 MG 20 COMPRIMIDOS RECUBRIMIENTO ENTERICO;GENERICOS VARIOS;dic-26;$5.769;;$0;191
7,80002E+12;253840A;FAM;ACIDO VALPROICO 500 MG 30 COMPRIMIDOS RECUBRIMIENTO ENTERICO;GENERICOS VARIOS;dic-26;$9.882;;$0;436
7,80006E+12;261287;FAM;ACIFIN 10 COMPRIMIDOS MASTICABLES (MAGALDRATO+SIMETICONA);MINTLAB;ago-27;$998;;$0;2605
8,47E+12;80805062;FAM;ACNIBEN REPAIR BALSAMO REPARADOR LABIAL 10ML;ISDIN;mar-27;$11.652;;$0;37
7,80003E+12;252616;FAM;ACNOTIN 10 MG 30 CAPSULAS BLANDAS [BE] (ISOTRETINOINA);BAGO;jul-26;$37.326;;$0;119
7,80003E+12;252617;FAM;ACNOTIN 20 MG 30 CAPSULAS BLANDAS [BE] (ISOTRETINOINA);BAGO;ago-26;$66.933;;$0;10
7,80003E+12;265517;FAM;ACOTOL 28 COMPRIMIDOS RECUBIERTOS [BE] (ETINILESTRADIOL+DIENOGEST);RECALCINE;ago-27;$21.115;;$0;2290
7,80006E+12;6187;FAM;ACTAN 20 MG 30 CAPSULAS [BE] (FLUOXETINA);SAVAL;nov-27;$28.457;;$0;32
7,80006E+12;66661112;FAM;ACTAN 20 MG 60 CAPSULAS [BE] (FLUOXETINA);SAVAL;nov-27;$49.904;;$0;22
7,80006E+12;6251;FAM;ACTAN-CD 20 MG 30 COMPRIMIDOS DISPERSABLES (FLUOXETINA);SAVAL;ago-27;$32.457;;$0;17
7,80003E+12;9156;FAM;ACTIGERON 500 MG 30 COMPRIMIDOS RECUBRIMIENTO ENTERICO (L-ACETILCARNITINA) ;BAGO;nov-26;$48.270;;$0;38
7,80003E+12;9156;FAM;ACTIGERON 500 MG 30 COMPRIMIDOS RECUBRIMIENTO ENTERICO (L-ACETILCARNITINA) ;BAGO;oct-25;$48.270;;$0;1
7,80462E+12;9990219;FAM;ACTIVE-ON 30 CAPSULAS;SUPLALIM;sept-26;$3.142;;$0;161
7,80462E+12;9990383;FAM;ACTIVE-ON SENIOR 30 COMPRIMIDOS RECUBIERTOS;SUPLALIM;abr-27;$7.978;;$0;63
7,79364E+12;255885;FAM;ACTRON 200 MG 10 CAPSULAS BLANDAS [RT] (IBUPROFENO);BAYER ;ago-25;$2.628;;$0;5
7,79364E+12;253077;FAM;ACTRON 600 MG 10 CAPSULAS BLANDAS [RT] (IBUPROFENO);BAYER ;jun-26;$5.046;;$0;9445
7,80003E+12;289423;FAM;ACUODE 50.000 UI POLVO PARA SOLUCION CAJA X 2 SOBRES (COLECALCIFEROL);RECALCINE;jun-26;$22.372;;$0;97
7,80461E+12;21200001;FAM;ADAPAC 0,1% GEL 30 G. (ADAPALENO);D&M PHARMA;feb-28;$24.714;;$0;162
7,80461E+12;21201047;FAM;ADAPAC 0,3% GEL 30 G. (ADAPALENO);D&M PHARMA;sept-26;$24.352;;$0;164
7,80006E+12;31069;FAM;ADESNA 500 MG 10 COMPRIMIDOS (A.MEFENAMICO);MINTLAB;ene-29;$1.634;;$0;827
7,79814E+12;97020004;FAM;ADEX 20 (DEXA 20) X 20 ML (DEXAMETASONA) [USO VETERINARIO];CHEMIE SA;jul-27;$53.293;;$0;6
7,80492E+12;259348;FAM;ADICTIVE 3.0 CASTAÑO OSCURO PERMANENTE;COSMETICA NACIONAL;oct-27;$1.485;;$0;2
7,80492E+12;259321;FAM;ADICTIVE 5/0 CASTAÑO CLARO 40;COSMETICA NACIONAL;dic-27;$1.626;;$0;8
7,80492E+12;259347;FAM;ADICTIVE 6/0 RUBIO OSCURO 40;COSMETICA NACIONAL;oct-27;$1.485;;$0;2
7,80492E+12;259320;FAM;ADICTIVE 6/7 CHOCOLAT 40;COSMETICA NACIONAL;nov-27;$1.485;;$0;6
7,80492E+12;259318;FAM;ADICTIVE 7/0/0 RUBIO MEDIANO 40;COSMETICA NACIONAL;dic-27;$1.485;;$0;1
7,80492E+12;259322;FAM;ADICTIVE 7/1 RUBIO MEDIANO CENIZA 40;COSMETICA NACIONAL;oct-27;$1.504;;$0;1
7,80492E+12;259319;FAM;ADICTIVE 8/0 RUBIO CLARO 40;COSMETICA NACIONAL;ago-27;$1.485;;$0;10
7,80492E+12;259346;FAM;ADICTIVE 8/1 RUBIO CLARO CENIZA 40;COSMETICA NACIONAL;ago-27;$1.504;;$0;1
7,80492E+12;259350;FAM;ADICTIVE COLORACION EN CREMA 1/0 NEGRO 40 G.;COSMETICA NACIONAL;dic-27;$1.485;;$0;8
7,80462E+12;199436;FAM;ADIFENINA C/PROPIFENAZONA (SAE) ADULTO 6 SUPOSITORIOS;PASTEUR;nov-26;$10.186;;$0;860
7,86107E+12;19001011;FAM;ADORLAN [25+25] MG 10 COMPRIMIDOS (TRAMADOL+DICLOFENACO);GRUNENTHAL;jul-27;$10.164;;$0;268
7,80001E+12;1261;FAM;ADROXEF 250 MG/5ML POLVO SUSPENSION ORAL 100 ML (CEFADROXILO);CHILE;jul-26;$48.533;;$0;38
7,80001E+12;1261;FAM;ADROXEF 250 MG/5ML POLVO SUSPENSION ORAL 100 ML (CEFADROXILO);CHILE;oct-25;$48.533;;$0;2
7,80001E+12;1205;FAM;ADROXEF 500 MG 14 COMPRIMIDOS RECUBIERTOS [BE] (CEFADROXILO);CHILE;oct-26;$56.275;;$0;25
7,80001E+12;1490;FAM;ADROXEF 500 MG/5ML POLVO SUSPENSION ORAL 100 ML (CEFADROXILO);CHILE;nov-26;$58.053;;$0;16
7,80575E+12;33330017;FAM;ADVANTIX PERROS 25-40 KG ANTIPARASITARIO EXT. PIPETA 4 ML (IMIDACLOPRID+PERMETRI;ELANCO;abr-27;$15.729;;$0;15
4,40072E+13;33330021;FAM;ADVOCATE PERROS 10-25 KG ENDECTOPARASITICIDA EXT. PIPETA 2,5 ML (IMIDACLOP+MOXID;ELANCO;jun-27;$13.376;;$0;15
4,40072E+13;33330022;FAM;ADVOCATE PERROS 25-40 KG ENDECTOPARASITICIDA EXT. PIPETA 4 ML (IMIDACLOP+MOXIDEC;ELANCO;ene-27;$16.546;;$0;7
7,80002E+12;23182;FAM;AERIUS 5 MG 30 COMPRIMIDOS RECUBIERTOS [RT] (DESLORATADINA);AXON;jul-26;$33.682;;$0;27
7,80006E+12;6005;FAM;AERO ITAN 20 CAPSULAS (CLORDIAZEPOXIDO+METOCLOPRAMIDA+SIMETICONA);SAVAL;sept-26;$14.547;;$0;182
7,80006E+12;260997;FAM;AEROCAMARA UNIVERSAL [DM];MINTLAB;mar-30;$4.929;;$0;1709
7,62861E+11;297002;FAM;AEROCHAMBER PLUS FLOW-VU CAMARA ESPACIADORA ADULTO C/VALVULA CHICA [DM];RECALCINE;jun-29;$45.509;;$0;29
7,6286E+11;297004;FAM;AEROCHAMBER PLUS FLOW-VU CAMARA ESPACIADORA ADULTO C/VALVULA GRANDE [DM];RECALCINE;may-28;$44.527;;$0;14
7,80001E+12;1409;FAM;AEROFACIDOSE AEROCAMARA ANTIESTATICA LACTANTE [DM];CHILE;jun-28;$15.361;;$0;69
7,80005E+12;27130;FAM;AEROGASTROL 20 CAPSULAS (CLORDIAZEPOXIDO+METOCLOPRAMIDA+SIMETICONA);EUROFARMA;feb-27;$6.942;;$0;1890
7,80003E+12;60150;FAM;AEROLIN-LF 100 MCG INHALADOR BUCAL 200 DOSIS (SALBUTAMOL);GLAXO FARMA;may-26;$27.970;;$0;35
7,79537E+12;21200002;FAM;AEROTROP 21 MCG/DOSIS SPRAY NASAL 120 DOSIS (IPRATROPIO);D&M PHARMA;ago-26;$29.093;;$0;3
7,79537E+12;263701;FAM;AEROTROP-HFA 20 MCG/DOSIS INHALADOR BUCAL 250 DOSIS (IPRATROPIO BROMURO);D&M PHARMA;sept-26;$13.808;;$0;106
7,80003E+12;4300;FAM;AEROVIAL 200 MCG/DOSIS AEROSOL PARA INHALACION 200 DOSIS (BUDESONIDA);RECALCINE;jun-27;$26.637;;$0;139
7,80462E+12;9990515;FAM;AFRODIN 20 CAPSULAS;SUPLALIM;ene-26;$3.408;;$0;65
7,80492E+12;11105063;FAM;AFT OFF GEL 30 GR (HIALURONICO SODIO);PRATER;feb-27;$5.883;;$0;13
7,80492E+12;11105062;FAM;AFT OFF KIDS GEL 30 GR (HIALURONICO SODIO);PRATER;dic-26;$5.883;;$0;20
7,80005E+12;27270003;FAM;AFTAGEL GEL BUCAL 20 G. (BENZOCAINA+CETILPIRIDINO+PANTENOL);EUROFARMA;mar-27;$5.575;;$0;592
7,36085E+11;29801010;FAM;AGGLAD OFTENO 0,2% SOLUCION OFTALMICA 5 ML [BE] (BRIMONIDINA);SOPHIA;ago-27;$31.627;;$0;7
7,80006E+12;198000101S;FAM;AGUA BIDESTILADA 1000 ML MATRAZ X 10 ;INYECTABLES;mar-28;$34.748;;$0;130
2,78001E+13;198000102S;FAM;AGUA BIDESTILADA 500 ML MATRAZ X 20 ;INYECTABLES;feb-27;$37.638;;$0;326
7,80007E+12;252442;FAM;AGUA DEL CARMEN SOLUCION ORAL GOTAS 100 ML;PASTEUR;ago-26;$7.283;;$0;548
7,80007E+12;41003;FAM;AGUA DEL CARMEN SOLUCION ORAL GOTAS 40 ML;PASTEUR;sept-26;$3.332;;$0;361
7,80004E+12;12004;FAM;AGUA MELISA CARMINATIVA 30 ML;SANITAS;sept-26;$2.570;;$0;266
7,80004E+12;12004;FAM;AGUA MELISA CARMINATIVA 30 ML;SANITAS;sept-25;$2.570;;$0;62
7,801E+12;77800025;FAM;AGUA OXIGENADA 10VOL 1000 ML [DIFEMCARE];DIFEM PHARMA;abr-28;$4.170;;$0;766
7,80002E+12;77800015;FAM;AGUA OXIGENADA 10VOL 110 ML [DIFEM];DIFEM PHARMA;abr-28;$2.041;;$0;1854
7,801E+12;77800016;FAM;AGUA OXIGENADA 10VOL 500 ML [DIFEM];DIFEM PHARMA;abr-28;$2.742;;$0;173
7,80006E+12;179167;FAM;AGUALA 0,75% SOLUCION ORAL GOTAS 10 ML (PICOSULFATO DE SODIO);PHARMA INVESTI;sept-26;$3.599;;$0;692
7,80613E+12;99730118;FAM;AGUJA HIPODERMICA 21G X 1 1/2  X 100 UNID. [DM];REUTTER;may-29;$3.027;;$0;36
7,80613E+12;8010298;FAM;"AGUJA HIPODERMICA 21G X 1"" X 100 UNID. CRANBERRY [DM]";REUTTER;jul-29;$3.218;;$0;15
7,80613E+12;8010299;FAM;"AGUJA HIPODERMICA 23G X 1"" 100 UNID.CRANBERRY [DM]";REUTTER;dic-29;$3.218;;$0;100
7,80613E+12;99730111;FAM;"AGUJA HIPODERMICA 25G X 5/8"" 100 UNID. CRANBERRY [DM]";REUTTER;jul-29;$2.951;;$0;43
7,80466E+12;99601009;FAM;AGUJAS DENTAL LARGA 27G 41MM 100 UNIDADES [DM];GLOBAL DEVICES;dic-25;$6.260;;$0;1041
7,80959E+12;77005019;FAM;AINARA HIDRATANTE VAGINAL GEL 30 G. [DM];ITF FARMA;ene-27;$21.774;;$0;26
7,80001E+12;22225034;FAM;AIRDUO SPIROMAX 113/14 MCG INHALADOR 60 DOSIS (FLUTICASONA+SALMETEROL);CHILE;may-26;$59.386;;$0;5
7,80001E+12;22225033;FAM;AIRDUO SPIROMAX 232/14 MCG INHALADOR 60 DOSIS (FLUTICASONA+SALMETEROL);CHILE;sept-25;$44.078;;$0;4
7,80006E+12;19305013;FAM;AKAN 10 MG 30 COMPRIMIDOS RECUBIERTOS [BE] (MONTELUKAST);MINTLAB;oct-26;$15.765;;$0;60
7,80006E+12;19305035;FAM;AKAN 5 MG 30 COMPRIMIDOS RECUBIERTOS [BE] (MONTELUKAST);MINTLAB;nov-25;$10.834;;$0;29
7,80003E+12;44440176;FAM;AKRANTA 8 MG X 12 CAPS (TIOCOLCHICOSIDO);RECALCINE;jul-26;$13.042;;$0;422
7,80613E+12;99730123;FAM;ALARGADOR VENOSO CON LLAVE DE 3 PASOS 10 CM 50 UNID. [DM];REUTTER;abr-27;$34.272;;$0;15
7,80613E+12;99730122;FAM;ALARGADOR VENOSO CON LLAVE DE 3 PASOS 100 CM 50 UNID. [DM];REUTTER;jul-29;$25.085;;$0;10
7,80464E+12;971000100;FAM;ALARGADOR VENOSO M/H 120 CM X 40 UNID. [DM];NEMO CHILE;feb-30;$36.146;;$0;13
435001755;99560349;FAM;ALCOBRA ROLL ON 100 ML;OTROS VARIOS;abr-27;$9.120;;$0;42
7,80005E+12;99701012;FAM;ALCOHOL DESNATURALIZADO 70° 1000 ML [ELITE] [DM];XYLO;abr-27;$5.503;;$0;924
10030189;99701011;FAM;ALCOHOL DESNATURALIZADO 70° 500 ML [ELITE] [DM];XYLO;abr-27;$3.208;;$0;492
7,80005E+12;99701010;FAM;ALCOHOL DESNATURALIZADO 70° C/GLICERINA 250 ML [ELITE] [DM];XYLO;abr-27;$2.075;;$0;253
7,26368E+11;91401132;FAM;ALCOHOL DESNATURALIZADO 95° 1000 ML [XYLO] [DM];XYLO;abr-27;$5.902;;$0;400
7,26368E+11;91401131;FAM;ALCOHOL DESNATURALIZADO 95° 250 ML [XYLO] [DM];XYLO;abr-27;$2.152;;$0;527
7,26368E+11;91401130;FAM;ALCOHOL DESNATURALIZADO 95° 500 ML [XYLO] [DM];XYLO;abr-27;$3.503;;$0;238
7,80005E+12;99700004;FAM;ALCOHOL GEL DE MANOS 70% 60 ML [ELITE] [DM];XYLO;abr-27;$2.361;;$0;79
8,43702E+12;29301027;FAM;ALCREM 25MG/25MG CREMA TOPICA 30 GR. (LIDOCAINA/PRILOCAINA);GALENICUM;feb-27;$16.355;;$0;10
7,80003E+12;44440123;FAM;ALDINAM 200 MG 30 COMPRIMIDOS RECUBIERTOS (LACOSAMIDA);RECALCINE;may-26;$99.351;;$0;15
7,80003E+12;44440124;FAM;ALDINAM 50 MG 30 COMPRIMIDOS RECUBIERTOS (LACOSAMIDA);RECALCINE;dic-26;$36.290;;$0;10
7,80007E+12;253085;FAM;ALDROX 70 MG 10 COMPRIMIDOS RECUBIERTOS (ACIDOALENDRONICO);PASTEUR;jul-26;$21.115;;$0;38
7,80003E+12;261431;FAM;ALENYS 27,5 MCG SUSPENSION NEBULIZACION NASAL 120 DOSIS (FLUTICASONA);ETEX;jul-26;$29.125;;$0;60
7,80001E+12;15205011;FAM;ALERDRAG 0.5% SHAMPOO 150 ML (HIDROCORTIZONA) [USO VETERINARIO];VETERINARIA DRAG PHARMA;feb-28;$18.069;;$0;14
7,80007E+12;41410135;FAM;ALERPAST 5 MG X 30 COMP. REC  (LEVOCETIRIZINA);PASTEUR;dic-26;$4.217;;$0;89
7,80461E+12;27200030;FAM;ALERPRIV 2,5 MG/5ML JARABE 100 ML (LEVOCETIRIZINA);IPHSA;ago-27;$4.931;;$0;1091
7,80006E+12;253851;FAM;ALERTEX 100 MG 30 COMPRIMIDOS (MODAFINILO);SAVAL;ene-27;$36.675;;$0;6
7,80006E+12;253852;FAM;ALERTEX 200 MG 30 COMPRIMIDOS (MODAFINILO) ;SAVAL;may-27;$47.691;;$0;37
7,37186E+11;99620182;FAM;ALERVIT FORTE 60 CAP;SCL;oct-25;$5.046;;$0;46
7,80001E+12;22225029;FAM;ALERXO 120 MG 30 COMPRIMIDOS RECUBIERTOS [BE] (FEXOFENADINA HCL);CHILE;sept-26;$20.925;;$0;344
7,80001E+12;22225028;FAM;ALERXO FORTE 180 MG 30 COMPRIMIDOS RECUBIERTOS [BE] (FEXOFENADINA HCL);CHILE;ago-27;$22.448;;$0;550
7,80006E+12;6288;FAM;ALEXIA 120 MG 10 COMPRIMIDOS RECUBIERTOS (FEXOFENADINA);SAVAL;feb-27;$17.517;;$0;46
7,80006E+12;6289;FAM;ALEXIA 120 MG 30 COMPRIMIDOS RECUBIERTOS (FEXOFENADINA);SAVAL;oct-27;$29.864;;$0;114
7,80006E+12;6395;FAM;ALEXIA FORTE 180 MG 10 COMPRIMIDOS RECUBIERTOS (FEXOFENADINA);SAVAL;dic-26;$19.680;;$0;65
7,80006E+12;251066;FAM;ALEXIA FORTE 180 MG 30 COMPRIMIDOS RECUBIERTOS (FEXOFENADINA);SAVAL;dic-26;$32.101;;$0;156
7,80006E+12;66661051;FAM;ALEXIA-D 10 CAPSULAS GRANULOS LIBERACION PROLONGADA (FEXOFENADINA+PSEUDOEF);SAVAL;feb-26;$21.182;;$0;17
7,80006E+12;66661052;FAM;ALEXIA-D 20 CAPSULAS GRANULOS LIBERACION PROLONGADA (FEXOFENADINA+PSEUDOEF);SAVAL;feb-26;$29.493;;$0;23
7,80001E+12;22220507;FAM;ALFADOXIN 4 MG 30 COMPRIMIDOS RECUBIERTOS [BE] (DOXAZOSINA)         ;CHILE;ene-28;$13.789;;$0;533
7,61304E+12;12605050;FAM;ALFAMINO HMO 400 GR;NESTLE;oct-26;$51.389;;$0;12
7,8035E+12;293835;FAM;ALFAPASS SOLUCION ORAL GOTAS 30 ML;KNOP;dic-29;$5.937;;$0;10
30901021;30901021;FAM;ALFEXA 180 MG 30 COMPRIMIDOS RECUBIERTOS (FEXOFENADINA);ASCEND;jul-28;$19.516;;$0;7
5,392E+12;292500;FAM;ALFLOREX 30 CAPSULAS (BIFIDOBACTERIUM LONGUM);AXON;sept-27;$30.255;;$0;572
2,01012E+12;116211;FAM;ALGAS MARINAS CON OLIVOS TM 50 COMPRIMIDOS;KNOP;mar-30;$5.312;;$0;98
7,80461E+12;27200027;FAM;ALGIAFIN 100 MG/ML SOLUCION PARA GOTAS ORALES 15 ML (PARACETAMOL);IPHSA;jul-26;$2.188;;$0;3910
7,80613E+12;100001468;FAM;ALGODON HIDROFILO PRENSADO CRANBERRY 100G. [DM];REUTTER;sept-29;$1.999;;$0;476
7,80613E+12;100001467;FAM;ALGODON HIDROFILO PRENSADO CRANBERRY 250G. [DM];REUTTER;jun-29;$4.551;;$0;330
7,80613E+12;8010352;FAM;ALGODON HIDROFILO PRENSADO PREMIUM 1 KG [DM];REUTTER;jul-29;$17.307;;$0;75
8080360;8080360;FAM;ALGODON HIDROFILO PRENSADO TRESOR 1 KG [DM];REUTTER;oct-29;$11.736;;$0;5
7,80462E+12;30701029;FAM;ALIVIDOL 1000 MG 20 COMPRIMIDOS [BE] (PARACETAMOL);OPKO;ene-27;$2.266;;$0;2193
3,59713E+12;971600100;FAM;ALIZIN SOL. INY. 10 ML (AGLEPRISTONA) [USO VETERINARIO];VETERINARIA VIRBAC;ago-27;$65.288;;$0;10
7,80006E+12;66661090;FAM;ALIZON 28 COMPRIMIDOS RECUBIERTOS [BE] (CLORMADINONA+ETINILESTRADIOL);SAVAL;nov-26;$20.540;;$0;19
7,80006E+12;66661091;FAM;ALIZON-20 28 COMPRIMIDOS RECUBIERTOS [BE] (CLORMADINONA+ETINILESTRADIOL);SAVAL;feb-27;$20.205;;$0;17
7,8E+12;27701044;FAM;ALL OUT PREVENCION PIOJOS SPRAY 120 ML [DM];MAVER CONSUMO;feb-27;$6.378;;$0;117
7,80492E+12;111022;FAM;ALLEDRYL JARABE 60 ML (LORATADINA);PRATER;sept-25;$7.407;;$0;191
7,80492E+12;250887;FAM;ALLEDRYL-D 20 CAPSULAS CON GRANULOS LP (LORATADINA+PSEUDOEFEDRINA);PRATER;ene-27;$17.403;;$0;63
7,79531E+12;32237;FAM;ALLEGRA 120 MG 30 COMPRIMIDOS RECUBIERTOS [RT] (FEXOFENADINA);SANOFI CHC;feb-26;$25.875;;$0;43
7,80006E+12;262683;FAM;ALLEGRA 180 MG 30 COMPRIMIDOS RECUBIERTOS [RT] (FEXOFENADINA);SANOFI CHC;jun-26;$28.861;;$0;87
7,80006E+12;32239;FAM;ALLEGRA-D 20 COMPRIMIDOS RECUBIERTOS LIB.PROL. (FEXOFENADINA+PSEUDOEFEDRINA);SANOFI CHC;mar-26;$28.541;;$0;61
7,50201E+12;971600101;FAM;ALLERCALM SHAMPOO 250 ML [USO VETERINARIO];VETERINARIA VIRBAC;nov-26;$22.829;;$0;14
3,59713E+12;971600103;FAM;ALLERDERM SPOT ON 6 PIPETA 4 ML [USO VETERINARIO];VETERINARIA VIRBAC;abr-26;$39.775;;$0;9
7,50201E+12;971600104;FAM;ALLERMYL GLYCO SHAMPOO 250 ML [USO VETERINARIO];VETERINARIA VIRBAC;ago-26;$24.543;;$0;3
7,8E+12;27701098;FAM;ALL-OUT CRYSTAL CONTINUOS SPRAY 150 ML [DM];MAVER CONSUMO;feb-27;$14.775;;$0;11
7,8E+12;272602;FAM;ALL-OUT LOCION CAPILAR 150 ML [DM];MAVER CONSUMO;feb-27;$13.785;;$0;29
7,8E+12;27701045;FAM;ALL-OUT NATURAL PREVENTIVO SHAMPOO+ACONDICIONADOR 250 ML [DM];MAVER CONSUMO;abr-27;$6.645;;$0;24
7,80351E+12;51000002;FAM;ALOE FEROX 150 MG 20 CAPSULAS;GARDEN HOUSE;jun-27;$3.142;;$0;198
7,81159E+11;99620105;FAM;ALOE VERA 20% GEL 1000 ML [CNP]  ;SCL;mar-27;$7.778;;$0;65
7,80462E+12;9990241;FAM;ALOE VERA 30 CAPSULAS BLANDAS;SUPLALIM;ene-27;$3.020;;$0;50
